shoulder,upper_arm,forearm,wrist_1,wrist_2,wrist_3,robotiq_gripper,g1,g2,g3,g4,g5,g6,g7,ins_x,ins_y,ins_z,ins_xr,ins_yr,ins_zr,rec_x,rec_y,rec_z,rec_xr,rec_yr,rec_zr
0.490341454744339,-1.1414248943328857,1.8123514652252197,-1.9914366006851196,-1.294386625289917,0.40231579542160034,0.2938525080680847,0.2938579022884369,-0.0003474890545476228,-0.00041959149530157447,-0.2964372932910919,0.29670190811157227,-0.2956901490688324,-0.29589107632637024,0.35985732078552246,0.39819467067718506,0.016515685245394707,2.7842665986099746e-06,-2.1848395590495784e-06,-0.3729438781738281,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.5262836813926697,-1.137075424194336,1.8428598642349243,-2.11279559135437,-1.3432306051254272,0.45851561427116394,0.450874388217926,0.4508279263973236,-0.00021717199706472456,0.001534277107566595,-0.45838579535484314,0.4503227174282074,-0.45638740062713623,-0.4500107765197754,0.3589918911457062,0.40252670645713806,0.016535336151719093,-0.002199973911046982,-0.0008879575761966407,-0.2896096110343933,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.5630868077278137,-1.1783405542373657,1.8554426431655884,-2.103295087814331,-1.4088877439498901,0.34867238998413086,0.49768495559692383,0.49762725830078125,-0.000408620951930061,-0.0005139364511705935,-0.5040838718414307,0.5077089071273804,-0.5024279952049255,-0.5051546692848206,0.34748920798301697,0.39847517013549805,0.028660185635089874,0.08569565415382385,-0.07227758318185806,-0.061338212341070175,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.5933114886283875,-1.2799805402755737,1.8994237184524536,-2.1003224849700928,-1.5245314836502075,0.33477896451950073,0.49769923090934753,0.49764129519462585,-0.00043801043648272753,-0.0005460032843984663,-0.5039570331573486,0.507636308670044,-0.502259373664856,-0.5049633383750916,0.34179770946502686,0.37574052810668945,0.06080649048089981,0.024231767281889915,-0.18586021661758423,0.006440041121095419,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.5703210234642029,-1.3926328420639038,1.9491387605667114,-1.9854215383529663,-1.529502511024475,0.21242520213127136,0.49763020873069763,0.49757370352745056,-0.00040261290268972516,-0.0005083757569082081,-0.5038421154022217,0.5077183246612549,-0.5022085905075073,-0.5050504803657532,0.3119913935661316,0.3401721715927124,0.0892554223537445,0.008730952627956867,-0.13790494203567505,0.10552811622619629,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.5160970091819763,-1.4410094022750854,2.005093574523926,-1.9500036239624023,-1.5121558904647827,0.018110385164618492,0.5267046093940735,0.5266332626342773,0.016330333426594734,0.016674544662237167,-0.4919847249984741,0.4914950728416443,-0.49718964099884033,-0.4969438314437866,0.29748961329460144,0.30687031149864197,0.08538088947534561,0.055792052298784256,-0.3000747859477997,0.4300803244113922,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.48234280943870544,-1.4558985233306885,2.073270320892334,-2.0153396129608154,-1.5033360719680786,0.09799721837043762,0.5265199542045593,0.5264511108398438,0.016160620376467705,0.01637708581984043,-0.49211111664772034,0.4919038712978363,-0.49725285172462463,-0.4972521662712097,0.29458948969841003,0.29294639825820923,0.06946475058794022,0.05104954540729523,-0.3077041804790497,0.3178083002567291,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.4667563736438751,-1.4580285549163818,2.124274730682373,-2.1094696521759033,-1.4892250299453735,0.2008601427078247,0.5267442464828491,0.5266773700714111,0.024097103625535965,0.013245097361505032,-0.4733140766620636,0.4978402554988861,-0.48149755597114563,-0.5019491314888,0.29790571331977844,0.29302287101745605,0.05746394768357277,0.0635669007897377,-0.3274596035480499,0.21628235280513763,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.43289715051651,-1.4534711837768555,2.120901584625244,-2.081951856613159,-1.4506944417953491,0.27016469836235046,0.528233528137207,0.5281663537025452,0.03630702570080757,0.004464251454919577,-0.4458349049091339,0.5218603014945984,-0.45873382687568665,-0.5224421620368958,0.2984798550605774,0.29071322083473206,0.05701487511396408,0.0950964167714119,-0.284737229347229,0.09790890663862228,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.40150028467178345,-1.4186484813690186,2.0834548473358154,-2.0093438625335693,-1.418447494506836,0.13141879439353943,0.5281358957290649,0.5280705094337463,0.035619884729385376,0.0040856762789189816,-0.4481285512447357,0.5233665704727173,-0.4601259231567383,-0.5231796503067017,0.3011338710784912,0.2862021028995514,0.05452192574739456,0.13821399211883545,-0.21763081848621368,0.18389974534511566,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.38876333832740784,-1.363495945930481,2.019595146179199,-1.9139342308044434,-1.4018313884735107,0.12791216373443604,0.5282946228981018,0.528227686882019,0.038223739713430405,0.0024765338748693466,-0.44159048795700073,0.5267372727394104,-0.4551646411418915,-0.5264435410499573,0.30396223068237305,0.2867662310600281,0.05259106308221817,0.13874943554401398,-0.13018493354320526,0.17279258370399475,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.3905394673347473,-1.303261637687683,1.9672261476516724,-1.854048728942871,-1.4026973247528076,0.1390659660100937,0.5282878875732422,0.5282213091850281,0.038209475576877594,0.002282853936776519,-0.4417523145675659,0.5272102952003479,-0.4552968144416809,-0.5268493890762329,0.30679556727409363,0.2885518968105316,0.044647254049777985,0.11889372766017914,-0.06340332329273224,0.16664086282253265,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.407289981842041,-1.2616865634918213,1.9402968883514404,-1.8548054695129395,-1.4174119234085083,0.15146860480308533,0.3691834807395935,0.36918726563453674,-0.0007181341643445194,-0.000877970305737108,-0.3733706772327423,0.3737082779407501,-0.372257262468338,-0.3725251853466034,0.30704930424690247,0.2923166751861572,0.017567651346325874,-0.007207296788692474,-0.030362658202648163,0.13394998013973236,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.42869865894317627,-1.269709587097168,1.9366787672042847,-1.882378339767456,-1.4516901969909668,0.19783753156661987,0.25473350286483765,0.2547381818294525,-0.0007268318440765142,-0.0008786982507444918,-0.2595286965370178,0.25995615124702454,-0.2586294114589691,-0.2589786648750305,0.3079533278942108,0.2922091782093048,0.017053203657269478,-1.2472890375647694e-05,-0.0024814163334667683,0.1354702264070511,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.43590855598449707,-1.3061925172805786,1.9304810762405396,-1.855641484260559,-1.4697307348251343,0.20882578194141388,0.17813540995121002,0.1781410574913025,-0.0007222068379633129,-0.000866079528350383,-0.18340931832790375,0.18392585217952728,-0.18263469636440277,-0.18307778239250183,0.30795854330062866,0.2922042906284332,0.017053727060556412,0.0002084818115690723,-0.0023171149659901857,0.1354345679283142,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.42801231145858765,-1.3312851190567017,1.9182343482971191,-1.7902945280075073,-1.4530575275421143,0.20831966400146484,0.12836623191833496,0.12837284803390503,-0.0007149386219680309,-0.0008528725011274219,-0.13401739299297333,0.13458353281021118,-0.1333215981721878,-0.13380752503871918,0.3079525828361511,0.2922096848487854,0.01705360598862171,7.257669039972825e-06,-0.002492686966434121,0.1354278028011322,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.4177127778530121,-1.3375985622406006,1.9153813123703003,-1.7535375356674194,-1.4364354610443115,0.19805532693862915,0.09516334533691406,0.09517033398151398,-0.000709463085513562,-0.0008436538046225905,-0.10109274834394455,0.10167540609836578,-0.10044895857572556,-0.10094666481018066,0.30795198678970337,0.2922097146511078,0.017053909599781036,4.794286724063568e-06,-0.0025078426115214825,0.1354316771030426,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.411368727684021,-1.3378689289093018,1.9207935333251953,-1.7548121213912964,-1.4341354370117188,0.19722257554531097,0.07205632328987122,0.07206333428621292,-0.0007057128241285682,-0.00083743134746328,-0.07818260043859482,0.07877219468355179,-0.07757186889648438,-0.07807903736829758,0.3079654574394226,0.2921995222568512,0.017053985968232155,0.0003950029204133898,-0.00211140513420105,0.13543450832366943,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.40854865312576294,-1.3395136594772339,1.9262032508850098,-1.761086344718933,-1.4339044094085693,0.1993177980184555,0.05641096457839012,0.05641809478402138,-0.000702656339854002,-0.000832640565931797,-0.06267225742340088,0.063272625207901,-0.06208419054746628,-0.06260273605585098,0.3079690933227539,0.29219773411750793,0.017053790390491486,0.0004742773890029639,-0.0020058322697877884,0.135438472032547,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.4092000424861908,-1.3416593074798584,1.9299755096435547,-1.7673935890197754,-1.4373890161514282,0.1974477767944336,0.27347999811172485,0.27348580956459045,-0.000354934687493369,-0.00042758136987686157,-0.2761770784854889,0.27641022205352783,-0.27545711398124695,-0.2756488621234894,0.3079584836959839,0.292205810546875,0.0170537568628788,0.00016479811165481806,-0.0023154839873313904,0.1354384422302246,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
0.40745556354522705,-1.3459196090698242,1.930895209312439,-1.7607067823410034,-1.435668706893921,0.2022598832845688,0.4422948956489563,0.44229888916015625,-0.0002773288288153708,-0.0003395692037884146,-0.4441961348056793,0.4443197250366211,-0.44318687915802,-0.4432719647884369,0.3079569935798645,0.29220786690711975,0.017053451389074326,9.170793055091053e-05,-0.0023627877235412598,0.13543225824832916,0.3076496124267578,0.29211997985839844,0.0021796543151140213,-6.400227903213818e-09,-7.42304280265671e-08,0.17201675474643707
